Date,DDoS-ALL,Phishing-ALL,Ransomware-ALL,Password Attack-ALL,Account Hijacking-ALL,Trojan-ALL,Vulnerability-ALL,Zero-day-ALL,Advanced persistent threat-ALL,Malware-ALL,Disinformation/Misinformation-ALL,Targeted Attack-ALL,Brute Force Attack-ALL,Backdoor-ALL,Botnet-ALL,Cryptojacking-ALL,DDoS,Phishing,Ransomware,Password_Attack,Account_Hijacking,Trojan,Vulnerability,Zero_day,Advanced_Persistent_Threat,Malware,Disinformation/Misinformation,Targeted_Attack,Brute_Force_Attack,Backdoor,Botnet,Cryptojacking,MITM,DNS_Spoofing,Dropper,Insider_Threat,Adversarial_Attack,Data_Poisoning,Deepfake,Supply_Chain,IoT_Device_Attack,Session_Hijacking,War_Conflict_All,Holidays,Solution_BLOCKCHAIN,Solution_ACCESS_CONTROL,Solution_ENCRYPTION,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT,Solution_IDENTITY_MANAGEMENT,Solution_ML/DL,Solution_ANOMALY_DETECTION,Solution_CRYPTOGRAPHY,Solution_PENETRATION_TESTING,Solution_IDS/IPS,Solution_STATIC_ANALYSIS,Solution_DYNAMIC_ANALYSIS,Solution_MULTI_FACTOR_AUTHENTICATION,Solution_LEAST_PRIVILEGE,Solution_SESSION_MANAGEMENT,Solution_CAPTCHA,Solution_BLACKLISTING,Solution_RATE_LIMITING,Solution_GRAPHICAL_MODEL,Solution_HONEYPOT,Solution_SOFTWARE_DEFINED_NETWORK,Solution_GAME_THEORY,Solution_TRAFFIC_SHAPING,Solution_PACKET_FILTERING,Solution_BLACKHOLING,Solution_RANK_CORRELATION,Solution_STRONG_AUTHENTICATION,Solution_SSL/TLS,Solution_HTTPS,Solution_CONTINUOUS_AUTHENTICATION,Solution_IDENTITY_BASED_ENCRYPTION,Solution_DATA_SANITIZATION,Solution_OUTLIER_DETECTION,Solution_DATA_PROVENANCE,Solution_ADVERSARIAL_TRAINING,Solution_TRUSTWORTHY_AI,Solution_BAYESIAN_NETWORK,Solution_BEHAVIOR_BASED_DETECTION,Solution_FORMAL_VERIFICATION,Solution_SPLIT_MANUFACTURING,Solution_VULNERABILITY_MANAGEMENT,Solution_FILE_INTEGRITY_MONITORING,Solution_VPN,Solution_PRIVACY_PRESERVING,Solution_SECURE_BOOT,Solution_MERKLE_SIGNATURE,Solution_LIVENESS_DETECTION,Solution_3D_FACE_RECONSTRUCTION,Solution_BIOMETRICS,Solution_DIGITAL_WATERMARK,Solution_APPLICATION_WHITELISTING,Solution_DATA_BACKUPS,Solution_HIDDEN_MARKOV_MODEL,Solution_PATCH_MANAGEMENT,Solution_DATA_AUGMENTATION,Solution_DIMENSIONALITY_REDUCTION,Solution_DEFENSIVE_DISTILLATION,Solution_RRAM,Solution_SPATIAL_SMOOTHING,Solution_NOISE_INJECTION,Solution_TAINT_ANALYSIS,Solution_NETWORK_SEGMENTATION,Solution_USER_BEHAVIOR_ANALYTICS,Solution_DECEPTION_TECHNOLOGY,Solution_RISK_ASSESSMENT,Solution_DYNAMIC_RESOURCE_MANAGEMENT,Solution_SANDBOXING,Solution_DARKNET_MONITORING,Solution_VIRTUAL_KEYBOARDS,Solution_CODE_SIGNING,Solution_PUBLIC_KEY_INFRASTRUCTURE,Solution_MUTUAL_AUTHENTICATION,Solution_ONE_TIME_PASSWORD,Solution_DYNAMIC_BINARY_INSTRUMENTATION,Solution_PASSWORD_HASHING,Solution_DNSSEC,Solution_CERTIFICATE_PINNING,Solution_SECURE_SIMPLE_PAIRING,Solution_VULNERABILITY_ASSESSMENT,Solution_SIEM,Solution_STANDARDIZED_COMMUNICATION,Solution_CONTROL_FLOW_INTEGRITY,Solution_VULNERABILITY_SCANNER,Solution_PASSWORD_STRENGTH_METERS,Solution_PASSWORD_MANAGEMENT,Solution_PASSWORD_POLICY,Solution_GRAPHICAL_AUTHENTICATION,Solution_DATA_LOSS_PREVENTION,Solution_DATA_LEAKAGE_DETECTION/PREVENTION,Solution_ACTIVITY_MONITORING,Solution_MOVING_TARGET_DEFENSE,Solution_KEYSTROKE_DYNAMICS,Solution_ATTACK_TREE,Solution_DISTRIBUTED_LEDGERS,Solution_SOURCE_IDENTIFICATION,Solution_IMAGE_RECOGNITION,Solution_HYPERGAME,Solution_NLP/LLM
22-Jan,33.65557144,235.1134793,302.1529543,116.9702749,277.0497352,77.4376461,466.5056176,94.18979099,8.922425397,1413.250039,3.762739313,149.9883755,20.68747232,82.88056421,148.9147893,25.18963088,79.93811993,27.76925791,18.66976795,17.50731779,0.873983014,10.03953064,27.94100192,6.234485927,7.049585077,215.5353153,65.52536751,9.578688236,10.17815658,10.93322234,20.29122134,-0.075483241,14.47422239,1.134227589,0.176383958,5.547164512,103.5207023,4.902482356,17.38466723,13.29258629,69.43459649,0.178594003,636.4116343,41.06329813,263.5318722,78.28373913,280.9694216,3.287232565,8.738327169,297.3041997,45.87088576,383.5399979,4.661957939,95.0279431,16.88423161,10.16515806,3.868195396,1.16158103,0.638461027,2.35109913,1.086850547,1.046539854,0.656236271,5.574200698,17.40054767,17.94783234,0.50072641,0.414346592,3.672047505,1.141380986,3.023704057,5.234803844,2.448961019,2.254435887,3.573768935,1.263733485,4.575960965,2.952133661,10.24505343,0.301969099,10.03722343,0.0791132,11.41658176,0.244207601,1.870565373,0.181374982,4.060593792,83.9003993,0.849325236,-0.124607824,1.597519515,0.114516761,37.84050603,1.215037941,0.036920127,2.315689019,3.641620145,0.221335653,7.330463604,4.339552413,0.092901264,1.997571645,0.051639891,0.563707329,1.182015448,0.36746076,0.229946112,0.501200679,124.6917701,0.357247671,1.099893215,-0.038628362,0.154932104,1.469364556,8.638256769,20.99652015,2.830333757,0.223023257,0.888857849,1.033336354,-0.013060234,0.07520944,8.918388248,1.110712789,0.113997123,2.992118363,0.925279048,0.247949355,1.437818032,0.498318226,0.574453578,0.324605711,0.031713058,0.884120309,5.073222783,0.743957769,1.032922456,32.56515915,2.863773185,9.925489011,0.102611057,26.20376394
22-Feb,29.34071554,218.9221871,296.5768794,108.2043698,261.7759582,88.63208169,448.2451535,81.93909969,8.312123244,1429.155615,2.291170763,149.7455233,16.88571421,88.97662695,140.5966732,21.4833718,73.92005732,24.88385697,18.39578939,16.41901093,0.82447106,9.004529413,25.46641687,6.178815193,6.611935233,198.3114521,62.82873126,9.000262411,9.964476719,10.10337745,18.21427895,-0.147300777,12.11314639,1.032057727,0.143990873,4.802698831,96.95236781,4.165713504,16.13465031,12.97819767,64.80743051,0.034602535,750.95715,39.23586591,244.7655914,73.71462677,266.7205267,2.980165248,8.209365132,280.6425877,41.53693873,360.1841603,3.989745514,88.53486649,15.83375264,9.567626179,3.606381808,0.980394396,0.6131634,1.894551766,0.865204442,0.918920589,0.421986934,4.973966633,16.34482817,17.13718638,0.562850377,0.263760682,3.434495165,0.978713556,2.968394192,5.206772785,2.308914921,2.224929817,3.490839177,1.31606126,4.072243037,2.953986888,9.797730768,0.255348828,9.555718353,0.177082925,11.16940167,0.335174341,1.695989535,0.147233253,3.914318604,77.97743298,0.757339509,-0.132842701,1.397852718,0.101395249,34.48191454,1.31689231,0.0352668,2.305369216,3.546141136,0.138727932,6.511177156,3.717101257,0.078302157,1.907627806,0.029754608,0.512023015,0.982744533,0.299656611,0.106462165,0.668817273,118.150103,0.354714901,1.085939028,-0.073234391,0.131524335,1.606775004,7.679836269,19.4703732,2.480131648,0.168427252,0.861309436,0.91524381,-0.032642988,0.049282999,7.995482881,0.931642873,0.060787309,2.834409818,0.727042262,0.181863415,1.269239225,0.537473387,0.577975368,0.274402615,-0.022830905,0.749140722,4.144573578,0.958017049,0.939645755,30.99613817,2.778845035,9.182221459,0.073598398,23.7714156
22-Mar,35.47712377,214.5723585,300.2511055,96.99892416,250.7762802,117.3681113,454.5933812,76.60530452,7.51348761,1447.785965,0.798023944,147.3245906,12.95756049,96.09378461,135.9224684,17.50323747,70.78619924,22.84048041,18.56733502,15.91696442,0.755176169,8.242892425,23.22529781,6.253347077,6.169692316,180.7406317,61.28689669,8.329671296,10.39323054,9.043415734,17.29860243,-0.077517536,11.85478361,0.909143119,0.110517371,5.218598754,88.95229569,3.637650132,15.22559556,11.99590199,62.30875821,-0.096027862,1025.1894,36.42410093,233.222971,68.90098684,257.4749056,2.904399706,7.867018346,267.9478593,36.95027825,340.3583817,3.555061967,84.10505155,14.09330898,8.392818703,3.352558125,1.047914594,0.572000633,2.336822584,0.539766814,0.776495634,0.458502922,4.634536976,14.64433578,17.53348942,0.501876437,0.250320543,3.407663203,0.802951463,2.729563489,5.435341649,2.043605985,1.831626459,3.821477219,1.35367442,3.486729611,2.597035186,9.211208447,0.335730119,9.01569223,0.28994319,10.59185754,0.306989177,1.647991594,0.1120887,3.525241375,75.1574403,0.681832169,-0.13626881,1.596217019,0.086544031,33.46472476,1.199054473,0.032720801,2.126920316,3.313825794,0.060219145,6.158484037,3.525382178,0.062813896,1.669449517,0.009165215,0.450146443,1.033918373,0.489643179,0.122132748,0.859607689,116.1280994,0.341793961,1.070802088,-0.102182785,0.106511613,1.482241157,6.836862731,18.39272974,2.090545801,0.11423803,0.810676582,0.781503206,-0.049288178,0.024470711,8.025003565,0.642530664,0.011074856,2.637439832,0.656817887,0.116930166,1.079441121,0.456588829,0.593805718,0.22098775,-0.071235544,0.605184871,3.764452087,1.181929889,0.857507351,30.00413513,3.139044349,8.227814019,0.175279053,21.33915964
22-Apr,41.33557747,216.480342,288.1903759,93.52405535,231.1032815,117.5694946,448.6089847,66.94672974,7.089310911,1440.359702,-0.569748911,140.7260134,13.84349533,99.30641297,140.5880101,13.39601945,65.90214099,21.04622709,17.17470602,14.25761364,0.800155482,7.160132363,21.35153173,6.08282536,6.256582921,160.9846743,60.96063868,8.116249153,10.49731207,7.778147714,15.90553549,0.017612907,11.11661359,0.771245678,0.077075698,4.726350721,81.61366191,3.503263594,14.90067843,10.71195881,58.51069039,0.049285616,1173.342742,38.64078942,214.6879235,63.30168131,243.3495994,2.579078727,7.242895688,252.9041679,32.54377546,315.7544295,3.277194915,76.49506655,12.67411042,7.753707412,3.243540066,1.007245334,0.777794124,2.224761644,0.230679944,0.885018305,0.407612224,4.080014175,13.69456255,17.42415747,0.431943597,0.260714801,3.371284542,0.880677035,2.432728951,5.297993377,1.773519763,1.812704643,3.434407141,1.246916032,2.94516564,2.487867598,8.747002105,0.688001378,8.309197952,0.282819133,9.80431209,0.272412855,1.4853537,0.077095941,3.259314629,71.31472369,0.493420597,-0.135264243,1.71685838,0.070581614,31.38531222,1.217028785,0.029447778,2.032508696,3.195327213,0.247754663,5.706305709,2.907073542,0.046990044,1.535005571,-0.009640195,0.380953135,1.108957277,0.445941795,0.16257229,0.805530833,109.6544533,0.319911297,0.92505478,-0.125170856,0.080804815,1.32569346,5.893080665,17.09106873,2.067202165,0.06204059,0.740786716,0.637691567,-0.062790203,0.001405531,7.460822073,0.363053755,-0.033998597,2.54104365,1.123911413,0.054982337,1.006239594,0.630095063,0.490238862,0.16628474,-0.112662652,0.58746906,3.359409182,1.407993549,0.917857567,27.92120835,3.099052401,7.472012902,0.161533271,19.55995448
22-May,39.05811847,213.7831169,279.330008,90.33095176,203.9144843,157.4436547,456.9447584,86.11561055,6.224872554,1474.215273,8.356347986,146.7355136,15.46553182,116.7785861,131.8193573,9.297642655,61.90942434,19.04001229,16.65609875,13.90646952,0.8466322,5.990844336,19.6945963,6.546871054,5.507086979,148.2247725,58.55818731,7.79068175,10.73606608,7.636062065,14.49460918,0.262701919,10.04876217,0.754000611,0.044665921,4.231536971,75.30048166,3.427217801,15.00123266,9.685051187,57.68710864,0.108589178,1304.000469,42.38658539,197.385743,60.07325588,231.7963359,2.238917484,6.583898425,238.9777207,29.96160969,294.4282397,2.658798721,72.27122806,11.6766084,7.085896029,2.778117611,0.84042564,0.739674442,1.857163948,-0.054418637,0.75613816,0.249582229,3.548543229,11.93892977,17.85303399,0.356045734,0.16224819,3.32740521,0.854209739,2.092595998,4.875440131,1.507236571,1.831293869,3.533011856,1.243426001,2.459403096,2.534980741,8.176806333,0.684405469,7.574077163,0.267922908,9.211391825,0.233121779,1.324418984,0.04328958,2.752201118,68.31683702,0.309047565,-0.130302205,1.733929854,0.054097991,29.93228157,1.126694803,0.025618624,1.916562978,3.472818673,0.209103989,5.408156043,3.103383563,0.031338876,1.397955852,-0.026275858,0.307250563,1.073223574,0.523232295,0.09409071,0.732695738,103.0985381,0.29061956,0.76613056,-0.142104994,0.055244552,1.275029729,5.766884386,15.82684177,1.944176827,0.013201675,0.655662234,0.489130344,-0.07305832,-0.019395297,6.879234068,0.100632924,-0.073544746,2.308055777,1.400578244,-0.002420179,0.940171033,0.567347822,0.382321525,0.242063488,-0.016567171,0.453900758,3.304088293,1.499211036,0.874637035,26.88893799,3.390088076,6.32763151,0.144316069,17.5618712
22-Jun,35.31666181,231.4721208,283.9557766,81.75722997,208.4971322,163.7870891,482.9686119,82.16413496,5.160131857,1469.58883,8.859144755,146.0819983,17.47139871,136.0501843,141.332989,5.460174256,60.12869663,17.9832186,16.52966924,14.00324573,0.763062279,6.048759782,19.09251653,6.288106046,4.727328021,140.4941177,59.85923546,8.123950635,10.72886271,7.349103118,13.72993722,0.275400972,9.766233025,0.745860033,0.014157144,3.879258486,76.93960497,3.665960054,16.74169448,8.36028279,56.29527181,0.448704708,1405.482408,42.85620419,190.8222083,57.11547533,229.8145086,1.89560484,6.043283935,237.9645865,30.33881221,285.8118216,2.052478184,70.38163657,11.43855833,6.902288903,2.695893874,1.055075146,0.813176495,1.470611103,0.0806252,0.747461884,0.099867766,3.313763081,10.60069237,18.58343185,0.277056284,0.198760794,3.148091656,1.09476288,1.853698461,5.058879005,1.1223646,2.013085357,3.275765743,1.622982194,2.818434714,2.361333148,8.148325949,0.920636987,7.355246138,0.246478618,9.261421833,0.320766157,1.16984517,0.011565168,2.373232925,66.44923391,0.26384041,-0.121927306,1.497276284,0.037639789,29.07658554,0.911593375,0.021403827,1.914714942,3.928376427,0.168045262,5.157576662,2.906961075,0.016312659,1.26267243,-0.040459679,0.491700732,1.038866533,0.477096776,0.029634566,0.77516328,98.12525834,0.25553841,0.600114845,-0.153082569,0.160582979,1.221181479,5.260301203,14.63423224,1.965128719,0.228850602,0.559380334,0.600751333,-0.080107876,-0.037534183,6.949427842,-0.138564811,0.023070062,1.929125018,1.307561044,-0.054009838,0.752504196,0.623854869,0.273726277,0.203002456,-0.029584222,0.710072263,2.975176843,1.566330444,0.969499444,26.45322653,3.410317541,5.297859311,0.124491105,17.18674012
22-Jul,31.45985097,255.4680606,275.0002951,68.27816347,238.8466014,158.1125675,472.0610217,70.80288288,4.047061273,1481.877365,8.645887504,140.3513746,15.05253695,146.3131172,128.525268,1.87264747,57.79218078,16.17260773,15.67999261,12.74024694,0.664957483,6.17942089,17.19786924,6.506574359,4.593725118,130.3417048,58.72440173,7.760174113,10.44051379,6.880366973,13.42983435,0.27856809,8.918969804,0.746157711,-0.013725469,3.565830095,73.64662781,3.85084928,16.75585929,7.137182749,54.1637605,0.441347544,1477.671681,42.51317499,185.2503609,54.95000856,222.3964288,1.559755316,5.525432377,228.2538282,28.44813011,272.0426907,1.735215356,67.23955514,10.61115652,6.729973822,2.531015694,0.916607447,0.754933048,1.46859521,0.029745896,0.87722938,-0.037871283,2.893048055,9.37825794,20.24328696,0.327654091,0.125659313,2.822266707,1.368417821,1.613079723,5.022207622,1.262308889,1.976305135,3.39597127,1.515893301,2.547010128,2.194210319,7.818243825,0.905626244,7.077640832,0.219784398,8.998606184,0.420023112,1.025633383,-0.017333759,1.890964563,64.2749141,0.115238757,-0.110732076,1.499369783,0.021698215,29.00416154,0.950654288,0.016968394,1.785610262,3.910527113,0.12605105,4.697327919,3.542972004,0.002299683,1.133037178,-0.052011328,0.572954862,1.2667792,0.421261906,-0.029265001,0.69012917,92.87554879,0.216299222,0.562697255,-0.158369909,0.150570074,1.03608261,4.826567302,13.80185671,1.755031559,0.216069118,0.455945214,0.483187683,-0.084049239,0.077266845,6.714119403,-0.219685828,0.009331287,1.660213584,1.704618733,-0.098820236,0.561028917,0.555995566,0.167778765,0.161757454,-0.040412041,0.61932445,2.189901233,1.609747997,1.08579063,26.81748942,3.126214533,4.432128553,0.102913904,15.52351994
22-Aug,32.38492568,272.7603647,271.3203529,63.54865871,254.2357257,153.622121,434.0023598,58.38366952,2.92388591,1451.410727,8.324579353,139.033272,17.23398526,147.8603633,114.1825609,-1.512306062,57.9755511,15.05787971,14.54488386,11.62134063,0.556714441,5.171633261,15.6567506,6.487998609,4.155670752,121.3942821,55.97131932,8.419970019,10.23778435,6.202093433,12.44684673,0.663061454,8.578863811,0.62404089,-0.038408057,3.42676964,71.46354953,3.561724105,16.45593183,5.94227723,52.98048752,0.551485671,1556.551877,40.12905346,179.0381873,50.63258822,217.9582641,1.370698085,5.303603003,218.8565309,26.71307231,263.7991922,1.61762235,63.72449519,8.708160194,5.892991035,2.396694861,0.764488295,0.679865954,1.25272305,0.013062146,0.767703244,-0.160700289,2.647613091,9.076719215,20.39985795,0.263362495,0.056098202,2.734356251,1.663654733,1.508130468,4.858537148,1.210389482,1.813913782,3.032277106,1.374036499,2.316317698,1.907973464,7.786622598,0.994947788,7.505466831,0.319166069,8.892113915,0.396753679,1.025073773,-0.04282278,1.560194101,63.13977884,0.108040107,-0.097334408,1.776272838,0.006699851,26.6388551,0.887289481,0.012467453,1.645847741,3.737146917,0.084474728,4.652184213,3.52909268,-0.010380985,0.882374335,-0.060847472,0.658894933,1.133897225,0.358372666,-0.081396661,0.592894595,89.46454373,0.174494977,0.542140508,-0.158377418,0.137041357,0.83841115,4.991409772,12.59866302,1.543293169,0.198083709,0.349175249,0.622884768,-0.085074989,0.078269764,6.640918225,-0.386104169,0.126686451,1.528386886,1.870832092,-0.136184987,0.371870298,0.478242327,0.067392641,0.249784229,-0.048944718,0.649071685,2.067456147,1.760531356,1.217878978,26.09080134,2.90673539,3.770007015,0.080407006,14.86091617
22-Sep,33.68594515,280.5606274,254.7887943,49.88564466,257.8488657,148.0520555,410.4694934,55.36486741,1.825311505,1358.95843,7.815664636,122.1659816,14.98026918,136.4670739,98.9886478,-4.513395059,56.58131785,14.4628881,13.51693947,10.95568473,0.442594271,4.299475396,15.19004131,7.106640476,4.0167517,115.8897732,54.86440557,8.271187234,10.53819432,5.815584444,11.83875247,0.949213638,8.925402503,0.495414525,-0.059470145,3.088812142,70.10487259,3.254659724,16.47231917,4.808593946,53.3561272,0.664065414,1587.017497,37.63947248,178.9860855,49.59793227,223.415168,1.089425634,4.764848476,216.3732673,26.67012813,263.8660677,1.063259974,64.15920639,7.964218695,6.122916796,1.903905265,0.604646409,0.721909591,1.050856414,-0.102345093,0.776098625,-0.266425385,2.59729323,8.623032787,20.8887761,0.197599184,0.121810255,2.923206154,1.709458312,1.428432224,4.425477608,1.057350331,1.90334415,2.773984045,1.205144282,2.389204979,1.75312109,8.474564817,1.335488743,7.665346226,0.29903459,7.919507455,0.493908579,0.92381791,-0.064478215,1.535694861,66.11396374,-0.001679881,-0.082356474,1.572197403,-0.006999672,25.58091364,0.703642471,0.008042583,1.500686041,3.658990333,0.174521797,4.941989351,3.530728507,-0.021482157,0.630306546,-0.066974577,0.616474149,1.89028653,0.29102117,-0.125873255,0.48759664,86.84070287,0.261636307,0.407375219,-0.153632853,0.250754271,0.635354501,4.770025702,12.79782881,1.726429823,0.17595433,0.242607024,0.659925601,-0.083445915,0.076824299,6.745809619,-0.264297551,0.128505505,1.553891251,2.024299151,-0.165727714,0.320471433,0.393917141,-0.02497665,0.351514799,-0.055155785,0.556372046,2.305231885,2.033420437,1.360222121,26.44405803,3.0420021,3.08099742,0.057738588,13.7687453
22-Oct,29.82628432,264.764045,237.7967277,46.23236268,243.5752258,143.6574349,360.6158288,48.22699949,0.781835196,1263.95261,7.153171452,108.6904407,12.50251663,126.6891012,83.61446653,2.541026696,57.42906839,14.15350901,13.03628133,11.32792388,0.456608289,4.255549056,15.3943017,7.130218942,4.081222002,115.7290219,54.52225103,7.839147111,10.49241747,6.413258821,12.16630506,1.368274194,9.219525251,0.62478836,-0.076641919,3.301986029,75.04891717,3.590661989,17.9028982,5.324021172,55.9135191,0.775465221,1545.206029,37.26966542,182.6696113,49.11880394,224.6439264,0.70359766,4.777023948,215.8171321,27.54137452,263.0802737,0.922436037,65.14567027,7.125744785,6.246162476,1.663277472,0.702649319,0.638091576,0.997650749,-0.203141256,0.660371509,-0.22358521,2.364086558,8.216024018,22.01213916,0.132484228,0.077296796,2.895474882,1.859397783,1.373850838,4.482959693,1.047894586,2.536731157,2.388300769,1.016986958,2.273127383,2.141160321,9.029475868,1.301910941,7.749277294,0.271945222,7.936576418,0.596530731,0.834973097,-0.08203376,1.4575747,65.73731124,-0.100377474,0.063594361,1.471363589,-0.019119252,26.81133893,0.647250887,0.003818922,1.225019929,4.088879697,0.150328504,5.064554295,3.676278897,-0.030828748,0.77453634,-0.070479734,0.559801218,2.074328309,0.221674188,-0.032125992,0.508200582,83.34402501,0.492214415,0.273865203,-0.144753759,0.375573266,0.433542881,5.257679268,12.99314316,1.699459916,0.280759258,0.13941741,0.833464583,0.05052363,0.073218651,6.647837585,-0.216742668,0.126287488,1.620228442,2.03169053,-0.187344336,0.164598311,0.30620696,-0.107359712,0.332526869,-0.059091072,0.586251209,2.270073093,2.048017998,1.637524287,26.6986673,2.932482076,2.878458861,0.035604854,13.47272916
22-Nov,37.33780104,272.6441996,226.049966,39.21743802,264.0216931,136.9425533,297.1690558,36.94610837,-0.180748538,1209.578794,11.05233244,91.04174071,9.897463836,121.2382527,73.2492694,1.413775474,59.38917183,15.02046256,12.40260057,11.66310139,0.485522657,3.968348879,17.32630701,8.027532993,3.706808614,117.2624752,52.94864441,8.275136586,10.30644578,7.308767995,13.24611324,1.664380469,9.527649966,0.522481161,-0.089797258,3.214782947,79.94708978,3.995344169,17.38333238,5.84818504,59.83776624,0.88246109,1459.839528,34.8087491,190.1246961,48.60402433,231.7404912,0.465244553,4.624671154,225.2320965,30.98925504,271.0206509,1.118021412,69.62911766,8.117345923,7.509698714,1.586814133,0.699772459,0.543512616,0.979836129,-0.027763564,0.536405959,-0.148321497,2.693277956,8.223235406,22.26280173,0.06990624,0.164915778,3.263652491,1.738561374,1.343512065,4.450204779,1.457947577,2.460677528,2.259536798,0.947135758,1.930463725,1.95616082,9.388011539,1.232633591,7.082336937,0.239406433,7.783841191,0.570994746,1.019963572,-0.095372738,1.563539314,70.62620466,-0.056193983,0.093042281,1.236472249,-0.029453297,27.29438152,0.477080935,-9.69E-05,1.070169831,4.173113734,0.254044686,4.972926116,4.236985881,0.091684184,0.841107064,-0.071519984,0.622001545,2.887736061,0.152611679,-0.046789675,0.411498111,81.79669418,0.484968279,0.275490233,-0.132419962,0.376643163,0.498906138,5.218837099,13.24913178,1.424203203,0.266660916,0.042364235,0.89464573,0.069580511,0.067777009,6.700227627,-0.267440993,0.120502649,1.591325061,2.267392056,-0.201178966,0.019374552,0.218081588,-0.178283676,0.305461925,-0.060860098,0.75555492,3.200327988,1.899715262,1.927970508,27.05685563,2.935939591,3.079820393,0.014616348,12.88213276
22-Dec,34.28803206,256.6170126,206.0363814,32.46748268,264.9628628,119.5508832,241.5318884,25.77492312,-1.041651442,1141.684995,10.53000736,76.77665849,12.06599241,114.0753415,69.0731139,0.35683611,64.36158977,17.26010687,12.63020987,12.67486811,0.526979909,4.680818252,18.87532257,9.114289649,3.868632306,129.6447088,57.52393912,8.259273017,11.52987789,7.305463212,16.91055721,1.940944702,10.97913271,0.414730247,-0.098943146,3.939856684,85.03703243,4.319697805,18.15422317,6.95448697,68.04445568,0.98228354,1365.864491,37.69966195,209.7505316,52.34260195,248.2651848,0.52676942,4.658813505,248.6386015,35.70266985,287.7863708,1.410507607,79.70534678,8.256266569,8.051590367,1.690392704,0.836190111,0.572086173,1.254407886,-0.069090735,0.668744786,-0.04613451,3.378751876,8.793028592,24.110514,0.011488865,0.268825389,3.547102764,1.707651765,1.465901808,4.697219213,1.673256842,2.738408937,2.555863119,0.755855605,2.504152521,2.020976443,10.1490533,1.393304968,8.309620507,0.202939331,8.462864252,0.530882517,1.245856092,-0.104516636,1.732001288,78.67742259,0.145256978,0.376754141,1.117975876,-0.037870338,28.6402884,0.309615551,-0.003618309,0.928699647,4.373730956,0.239767909,6.061272971,5.24451259,0.229195296,0.675787504,-0.070310609,0.559321792,3.483170956,0.21587707,-0.0585833,0.442120945,90.96019561,0.463897709,0.298688052,-0.117346946,0.366306776,0.342765884,5.987314034,13.52204759,1.523746065,0.245972581,-0.046254549,0.952869389,0.084644289,0.060846221,7.696371835,0.084953744,0.111681214,1.317572266,2.111501667,-0.207594764,-0.111908068,0.132226306,-0.106766734,0.271939618,0.069373582,0.815261612,4.141547553,2.099251342,1.961532991,31.26751946,3.200973168,3.69865116,-0.004711798,13.87413201
23-Jan,40.73459902,256.874034,206.5230639,41.2484984,284.7510298,114.6718537,214.7424811,14.6476087,-1.785214513,1210.220027,14.55401457,66.40478474,9.95568835,101.4164612,51.74238053,4.2048856,70.12591822,22.59798355,14.32615194,13.60521212,0.448482038,5.571616141,20.3731769,11.01894195,4.10821466,146.5993779,68.90598619,8.107217613,12.49507044,7.813325011,18.13124006,2.061624171,12.8760932,0.305312517,-0.10420615,4.514227347,92.49686984,5.052025144,20.13339819,8.251524098,79.6891425,1.072655238,1255.001023,42.42049365,258.7812676,59.88704375,270.9994535,1.046338718,5.539777215,297.815298,40.65366308,309.7619276,2.041429954,88.70279258,7.873607154,8.757745144,2.502901637,0.863880295,0.610639789,1.453890232,-0.104212467,0.697787386,0.077217814,3.384315848,10.4620516,24.61013962,-0.041431439,0.254279277,4.105794927,1.918603564,1.752075522,4.728615627,1.646837475,2.896214936,2.665880915,0.691027799,2.665347862,2.238681212,10.16951928,1.816110059,9.184887105,0.294030759,9.140099079,0.608855036,1.501783678,-0.109610646,1.951657025,85.09319605,0.252205133,0.420792191,1.007789863,-0.044309565,32.69239594,0.149608238,-0.006678991,0.803515493,5.223074526,0.609725772,6.238946951,5.673951251,0.376079439,0.766726275,-0.067112854,0.486130361,3.414567232,0.166339611,-0.067440064,0.356417867,99.70854103,0.431017264,0.210605448,-0.100260823,0.346014824,0.32195668,6.859323855,13.77201038,1.787622259,0.349973902,-0.124623818,0.876684601,0.09566236,0.052783124,8.422010468,0.359560395,0.100391486,1.291667583,1.907855267,-0.20714114,-0.226705184,0.050989763,-0.009198484,0.623611353,0.344502686,1.004539786,4.124398735,2.175856274,2.222893236,36.82909132,3.103474192,4.474639315,0.108034225,18.41070738
